"type","sim_ind","est","ci_low","ci_upp","sig","num_clusters"
"full",9,1.78013241491725,1.69049138253568,1.84093142116134,0.03,12
"full",9,2.93600609790248,2.83485195020098,3.06163235155097,0.27,12
"full",9,0.454406031013708,0.435244108299508,0.469571690520354,0.3,12
"full",9,0.00149750419749431,0.00146064622409259,0.00154169106039178,0.57,12
"full",9,2.65681006597552,2.58154578362374,2.76018294844712,0.69,12
"full",9,0.0884772359208649,0.0853315199622731,0.0920613335819783,0.78,12
"full",9,0.383618403477824,0.37098366985194,0.39693794130079,0.26,12
"full",9,0.0827368614234971,0.0804957928247003,0.086145016722028,0.16,12
"full",9,0.0157228816556763,0.0152910458813094,0.0163795174115928,0.48,12
"full",9,0.0457361922837613,0.0442440729858762,0.0477147914443799,0.38,12
"clst",9,1.55971935775131,1.36031272224615,1.78060373105654,0.07,12
"clst",9,2.77690283548883,2.36687086175269,3.26301590579709,0.57,12
"clst",9,0.389441486440764,0.330372418487062,0.461099809994936,0.03,12
"clst",9,0.00124455980257333,0.00104723640602218,0.00149603496970468,0.01,12
"clst",9,2.66900447059535,2.21986051260119,3.07298321075278,0.98,12
"clst",9,0.0937800302637946,0.0801339203756524,0.108139376689134,0.44,12
"clst",9,0.355352745883491,0.298859605019766,0.419454140122098,0.37,12
"clst",9,0.0736695808025431,0.0620498135552145,0.0865180481116361,0.2,12
"clst",9,0.0150798572360857,0.0132725635302238,0.0176898743236952,0.62,12
"clst",9,0.0462222117853635,0.039235483624668,0.0535187454845527,0.95,12
"rndm",9,1.9178142046147,1.70964712135914,2.3474889123876,0.34,12
"rndm",9,3.08820850050566,2.54649888360926,3.54840711649992,0.51,12
"rndm",9,0.440931321925165,0.391876149726833,0.508274851453344,0.69,12
"rndm",9,0.00135155311799812,0.00117521150091891,0.00152466828964095,0.22,12
"rndm",9,2.56058160689882,2.27658719849301,3.02213586865873,0.67,12
"rndm",9,0.095830312180164,0.0811953032015973,0.112918946175408,0.3,12
"rndm",9,0.403430555318915,0.341748314386221,0.487630132697046,0.49,12
"rndm",9,0.0846721869439314,0.0752651561627999,0.0991258525713348,0.83,12
"rndm",9,0.0163869926302,0.0142819827848381,0.0189756231536703,0.58,12
"rndm",9,0.0427202249567097,0.0365372024213103,0.0493016032550028,0.42,12
