"type","sim_ind","est","ci_low","ci_upp","sig","num_clusters"
"full",30,0.059863662799618,0.0576318903123302,0.0622244067477336,0.61,33
"full",30,0.10614306585325,0.102971671523501,0.110181624580311,0.91,33
"full",30,0.738153029510242,0.716178626915048,0.760892954380079,0.64,33
"full",30,4.17646325210614,4.04279922330468,4.3161763799136,0.3,33
"full",30,1.77903460497084,1.71480272651543,1.85146965613299,0.54,33
"full",30,0.276290674633647,0.265008639218337,0.286137641645117,0.74,33
"full",30,0.142384734555476,0.13881672788082,0.146902750120766,0.05,33
"full",30,0.283511682147972,0.273098738557316,0.290355203210849,0.87,33
"full",30,0.561508494852803,0.54553718749451,0.583915797459352,0.97,33
"full",30,0.311984035761524,0.302963533673122,0.322826173337617,0.5,33
"clst",30,0.0631575879397302,0.0545057121291052,0.0718020188296808,0.56,33
"clst",30,0.107860694507786,0.0919740484975911,0.126446723367567,0.88,33
"clst",30,0.850739636218402,0.720488637300148,0.970530367121747,0.05,33
"clst",30,3.87533429855235,3.27838045146658,4.43751919418918,0.4,33
"clst",30,1.74044390422139,1.46715392324681,1.95738078626381,0.73,33
"clst",30,0.27567739408324,0.241887833930237,0.316572621835197,0.94,33
"clst",30,0.158715660848034,0.133075704893514,0.178957638312689,0.18,33
"clst",30,0.272573486762386,0.230172088853855,0.320110138818018,0.62,33
"clst",30,0.625868439384991,0.537772014547637,0.720136903078676,0.15,33
"clst",30,0.300410005794703,0.243754183345112,0.357941548285772,0.7,33
"rndm",30,0.0596314754908599,0.0499855449449606,0.0694533078399986,0.93,33
"rndm",30,0.106056510536371,0.089986113879013,0.121797374200846,1,33
"rndm",30,0.802782716916323,0.691101845069378,0.934573007206542,0.3,33
"rndm",30,4.28127326747286,3.51600405267027,4.98633946931873,0.8,33
"rndm",30,1.85703086623159,1.59542091375586,2.21158595990907,0.62,33
"rndm",30,0.283058269865343,0.243443744944897,0.324447095048585,0.73,33
"rndm",30,0.132875902308609,0.114694237275318,0.14870158515889,0.39,33
"rndm",30,0.268169769011714,0.225955325412955,0.314133065979234,0.45,33
"rndm",30,0.624479090462085,0.541523837749701,0.729704388571443,0.17,33
"rndm",30,0.327606491205108,0.27883794540143,0.375989408527626,0.48,33
