"type","sim_ind","est","ci_low","ci_upp","sig","num_clusters"
"full",26,0.229157325637843,0.222326878432357,0.236101235127031,0.29,20
"full",26,2.0765920701336,1.99535784136717,2.15343914548164,0.56,20
"full",26,0.0516732225232363,0.0495078198051037,0.0533963457654389,0.97,20
"full",26,0.715162813477097,0.688534984478119,0.740635291728664,0.91,20
"full",26,1.97926519410945,1.92628055612036,2.05529138975264,0.22,20
"full",26,0.145774264485583,0.139290884242713,0.150008549475839,0.8,20
"full",26,1.40197386890416,1.35473705721693,1.45227064027978,0.85,20
"full",26,2.18388493126314,2.11517579148374,2.24107117210966,0.7,20
"full",26,0.963968931480676,0.92810705046707,1.00164177152421,0.26,20
"full",26,0.14605418635265,0.141001765657694,0.150638482226928,0.48,20
"clst",26,0.190476369875407,0.160781956984073,0.215749323717527,0.02,20
"clst",26,1.81337597970477,1.56449247030511,2.14675404621933,0.13,20
"clst",26,0.0503617201044486,0.0432964179363067,0.0601040514995441,0.75,20
"clst",26,0.67978320405599,0.589049568362126,0.817825042794737,0.58,20
"clst",26,1.91246981153917,1.70791023907023,2.13518406338278,0.68,20
"clst",26,0.142251541618427,0.122837490532092,0.16655143457115,0.72,20
"clst",26,1.56207027970631,1.34652674199903,1.83321994191819,0.17,20
"clst",26,2.01937386638075,1.73299231507909,2.30588603758672,0.35,20
"clst",26,0.871846637410537,0.732358742186661,1.01705079689318,0.21,20
"clst",26,0.149677415896306,0.12693539506706,0.175160528082443,0.72,20
"rndm",26,0.215319169105397,0.185802565765882,0.253004576676451,0.42,20
"rndm",26,1.92431995054342,1.61868632829435,2.22121301600257,0.27,20
"rndm",26,0.0499392741802776,0.0421205170418125,0.057249262790475,0.64,20
"rndm",26,0.689584277259177,0.600849119395667,0.789686691212134,0.59,20
"rndm",26,1.67646505084727,1.41558122828648,1.87482558917304,0.05,20
"rndm",26,0.138716292621056,0.119784691282512,0.162557646852627,0.52,20
"rndm",26,1.59531762250316,1.37359504414765,1.86181807958709,0.07,20
"rndm",26,2.0959059235504,1.82200193455965,2.35002362489989,0.59,20
"rndm",26,0.991772432658547,0.855628132805046,1.14989320671248,0.69,20
"rndm",26,0.136406995710971,0.117738291194931,0.154357904883278,0.4,20
