"type","sim_ind","est","ci_low","ci_upp","sig","num_clusters"
"full",7,0.00627693915209202,0.00602308819572457,0.00653033455550673,0.31,15
"full",7,4.14291352188239,3.99882857401407,4.28662660116607,0.47,15
"full",7,0.733250773686668,0.717020460570258,0.759015985807467,0.25,15
"full",7,0.814139704696107,0.783503765371412,0.838905496078801,0.77,15
"full",7,0.122323394016064,0.118470765256819,0.125379670597554,0.15,15
"full",7,0.218168304497286,0.211959343722581,0.226072103983148,0.81,15
"full",7,0.0537233446924044,0.0516027603675104,0.0551058691169568,0.1,15
"full",7,0.0875653609327462,0.0843296503433688,0.0906134251588257,0.56,15
"full",7,3.29417848441179,3.19560296926243,3.40925746366417,0.19,15
"full",7,6.56198222703789,6.3218922594448,6.8686343722633,0.7,15
"clst",7,0.00688224577764591,0.00605332053826533,0.00768399467750034,0.31,15
"clst",7,3.57979378294721,3.04102809292904,4.00787770412986,0.05,15
"clst",7,0.66303908791656,0.570966094282448,0.750460665494806,0.19,15
"clst",7,0.847357331631886,0.727903696420338,0.995492017825606,0.62,15
"clst",7,0.124793053860933,0.10576404566431,0.141990937390351,0.83,15
"clst",7,0.2197440470388,0.185540703477157,0.253098990268446,0.95,15
"clst",7,0.0564538690215535,0.0492501532532289,0.063987648267073,0.5,15
"clst",7,0.089516700046499,0.0771416817507163,0.102174437254097,0.78,15
"clst",7,2.76718018937523,2.37248867603462,3.1091921294433,0.03,15
"clst",7,6.56002030619581,5.52299263193231,7.66648237773972,0.99,15
"rndm",7,0.00617067752873297,0.00536115368190347,0.00702243492977156,0.86,15
"rndm",7,3.8557352093338,3.23391394977523,4.39793657583717,0.35,15
"rndm",7,0.748749078261724,0.649722219957624,0.881849860768724,0.78,15
"rndm",7,0.821887995337378,0.690183518393837,0.971653641068171,0.87,15
"rndm",7,0.109294636182817,0.0955901949636025,0.124364317649752,0.13,15
"rndm",7,0.227900651259034,0.19343683276598,0.258118869983768,0.58,15
"rndm",7,0.0472279639189513,0.0409238642780526,0.0537129659836916,0.11,15
"rndm",7,0.0845380977040846,0.0729318724518633,0.101632304864087,0.59,15
"rndm",7,3.20941772362145,2.73344419591546,3.62476915082155,0.7,15
"rndm",7,6.89488604030511,5.85561174074246,8.49195872510783,0.46,15
