"type","sim_ind","est","ci_low","ci_upp","sig"
"full",55,1.62481583843642,1.57032890835989,1.69369588268711,0.99
"full",55,0.539749614213158,0.519566787664732,0.555395730560667,0.1
"full",55,0.0856927653947486,0.0834982777518289,0.0887502940704033,0.33
"full",55,0.19968908880157,0.193090251321825,0.207328904003696,0.3
"full",55,0.051732557148775,0.0500384079971852,0.0537380992780733,0.35
"full",55,0.837932900132063,0.809121546579414,0.861819316374491,0.26
"full",55,1.8036015245992,1.73649587529701,1.86946299239649,0.9
"full",55,3.39285633264474,3.30018627154896,3.52122493496613,0.92
"full",55,3.24865851772065,3.14492555017021,3.37580268485628,0.3
"full",55,0.104808004928792,0.100241981947416,0.108032376405546,0.62
"clst",55,1.82077405730516,1.49553098918072,2.12973693140674,0.13
"clst",55,0.567536544780796,0.486710517211592,0.658764046066419,0.57
"clst",55,0.0802801038733169,0.0649105290777475,0.0960178115315083,0.48
"clst",55,0.191436625341863,0.167123957268393,0.223648399247237,0.64
"clst",55,0.0476117512173819,0.0404665794366167,0.0566422597304643,0.28
"clst",55,0.807701341561679,0.691426845914264,0.948470020316851,0.64
"clst",55,1.78266127511156,1.53649110920736,2.09279933906598,0.88
"clst",55,3.56324673408157,3.01304803846662,4.16745891184304,0.55
"clst",55,3.56696276409145,3.16128798837704,4.08254562629578,0.28
"clst",55,0.113750076379613,0.0924278735188038,0.131157832169751,0.41
"rndm",55,1.82281543387615,1.53303920191843,2.09847288635862,0.14
"rndm",55,0.467725277651177,0.394667418333812,0.551177707883095,0.08
"rndm",55,0.0878629949682947,0.0728794848135101,0.102914053373229,0.76
"rndm",55,0.214544809774046,0.18071201869452,0.247808788739794,0.41
"rndm",55,0.0540923239701611,0.0461476707410612,0.0651396730069092,0.59
"rndm",55,0.712004026529822,0.599270166263757,0.818326456213027,0.05
"rndm",55,1.82216513557466,1.52284312241867,2.09063077237263,0.88
"rndm",55,3.62911710603117,3.03796455944126,4.47542424677812,0.38
"rndm",55,3.14687305615755,2.65496700944401,3.6093771081068,0.75
"rndm",55,0.109595171511352,0.0913730256459341,0.130496169949999,0.57
