"type","sim_ind","est","ci_low","ci_upp","sig"
"full",82,0.794677743423105,0.769198770722016,0.8251935631421,1
"full",82,0.0243047244640369,0.0234644721373525,0.0250725526615855,0.91
"full",82,2.72327984576214,2.6244536862456,2.83514162971379,0.14
"full",82,0.000507041855199955,0.000490747895921793,0.000525724915732329,0.23
"full",82,0.0425065299249521,0.04076632313435,0.0440357340717224,0.57
"full",82,0.171419589015781,0.164922402622526,0.178149574236082,0.32
"full",82,0.269850802278885,0.260307791418546,0.278461673971153,0.81
"full",82,4.0236975408163,3.90627957232364,4.15644155076511,0.55
"full",82,0.107843195022144,0.103958863956963,0.110815736854861,0.86
"full",82,0.207729722062198,0.201436053132657,0.213899132024568,0.16
"clst",82,0.742383315225141,0.618913570372975,0.890769787229198,0.48
"clst",82,0.0263941715913144,0.021865457640851,0.0307761400869291,0.39
"clst",82,2.63972600669431,2.22515494893584,3.12195371782306,0.71
"clst",82,0.000534761799155835,0.000444291245344729,0.000647809019029093,0.49
"clst",82,0.0454555272136438,0.0389607226160891,0.0534691454853772,0.47
"clst",82,0.194820902429279,0.165470593699797,0.2279925523982,0.12
"clst",82,0.252236162571303,0.206844840603447,0.289525467527068,0.47
"clst",82,3.78197981221297,3.27039195155138,4.32312196657063,0.48
"clst",82,0.107473386924312,0.0884720186813452,0.127971206773794,0.98
"clst",82,0.176534988283971,0.150141456503121,0.214759977603283,0.06
"rndm",82,0.74200999112487,0.605651246301687,0.854204955126114,0.41
"rndm",82,0.0266699778666603,0.0215902998811711,0.0312161106676085,0.19
"rndm",82,3.20858627583042,2.76983659162865,3.88969684844028,0.07
"rndm",82,0.000459403318570451,0.00038176479264872,0.000552068940165754,0.24
"rndm",82,0.0423191045360318,0.0355651145453143,0.0488816758785393,0.95
"rndm",82,0.173118538982109,0.148275374996516,0.214894960027088,0.85
"rndm",82,0.258067784132625,0.218482036961236,0.300620007438269,0.66
"rndm",82,3.4638097473333,2.85684676467576,4.13878739124249,0.13
"rndm",82,0.110153361705788,0.0919296956272347,0.133952648847951,0.81
"rndm",82,0.211987702202373,0.187926616637581,0.251199804638219,0.81
