"type","sim_ind","est","ci_low","ci_upp","sig"
"full",56,4.58380428316364,4.42993262752772,4.73364403664314,0.25
"full",56,0.279489542637332,0.270116040208069,0.285403907885284,0.53
"full",56,1.5240308682138,1.47912814766735,1.56766981569915,0.83
"full",56,0.0840069949365836,0.0809695603141515,0.0873411726724783,0.64
"full",56,2.09285189703638,2.04125302593033,2.15531998091371,0.06
"full",56,2.40197865143869,2.31119337334921,2.4753167564621,0.81
"full",56,1.84376016534267,1.79239202615229,1.91926040535788,0.97
"full",56,2.48458488662978,2.39407760731405,2.56914015540557,0.56
"full",56,0.153809234573736,0.148763892200836,0.158620342731903,0.75
"full",56,0.884187352502005,0.856057559050742,0.916423607020097,0.12
"clst",56,5.29369438470733,4.5957789448883,6.11452819388474,0.09
"clst",56,0.257994102551543,0.23017382645111,0.303052580975733,0.26
"clst",56,1.45160176784898,1.21930032158254,1.68870345597841,0.46
"clst",56,0.0969055197179953,0.0852453170908963,0.112233171954704,0.07
"clst",56,1.86756951131561,1.5646474849465,2.10003310734161,0.11
"clst",56,2.51550010695103,2.14280302346362,2.86848305760653,0.59
"clst",56,1.89327942558956,1.50181942063734,2.16983239971436,0.77
"clst",56,2.62106425296975,2.22187076356313,3.02655487126862,0.46
"clst",56,0.140555693104006,0.121789373047624,0.159837813595735,0.2
"clst",56,0.957817818875125,0.818762624388234,1.11064656403294,0.35
"rndm",56,4.63648098651238,3.95519839108203,5.32038884962069,0.83
"rndm",56,0.276464827581012,0.228021814460194,0.324689092189405,0.91
"rndm",56,1.42010898373789,1.16213569375996,1.65036099957454,0.39
"rndm",56,0.0936823038207171,0.0822153261421483,0.107210262520108,0.2
"rndm",56,2.24116343377166,1.84468586629007,2.54760846306688,0.39
"rndm",56,2.47284966371799,2.10753694564627,2.95562468295808,0.8
"rndm",56,1.88717862036431,1.55767027306373,2.15453562447534,0.73
"rndm",56,2.42701908769592,2.13454210434597,2.81682545586435,0.7
"rndm",56,0.13485250391255,0.114978797373498,0.160556037519363,0.09
"rndm",56,0.806026605561974,0.706467983437562,0.930205930266722,0.29
