"type","sim_ind","est","ci_low","ci_upp"
"rndm",13,0.230308363608084,0.2237286684966,0.239963577292463
"rndm",13,0.402368800261413,0.389823833731699,0.415442792583952
"rndm",13,0.0301201945334746,0.0290623516478877,0.0310581798342833
"rndm",13,0.00217199974953262,0.00209784191242505,0.00224736130231344
"rndm",13,0.419569276249743,0.404873377404636,0.435820054117415
"rndm",13,2.04099643658291,1.96896879740486,2.10629014378656
"rndm",13,0.315123165003716,0.303935464010503,0.327318027252866
"rndm",13,0.240622774696457,0.230549010570141,0.249831463916277
"rndm",13,1.03633740557173,1.00163132837965,1.07230002104898
"rndm",13,0.0168659921083061,0.0161413980125016,0.0174474022027394
"clst",13,0.253741052359566,0.223466955233719,0.289234271590086
"clst",13,0.417824964325114,0.367189141017338,0.491431303948838
"clst",13,0.0309695436411064,0.0269114129574032,0.0360153862730768
"clst",13,0.00216827586544143,0.00184090089487326,0.00240433235255172
"clst",13,0.43751400007806,0.374029268228882,0.506388433903672
"clst",13,1.87098905337193,1.65940995248881,2.13060544360172
"clst",13,0.304002660202139,0.260984535977762,0.36012930131064
"clst",13,0.245046484398401,0.214754660485297,0.281496487970326
"clst",13,0.973213159896634,0.828639853539277,1.17660607721119
"clst",13,0.0148991002347911,0.0124826222611152,0.0174416482143997
"rndm",13,0.222219836881664,0.184295518403173,0.254864042580542
"rndm",13,0.433861588335665,0.370996054979102,0.485855500372379
"rndm",13,0.0289681359503692,0.0255445425704157,0.0334874673232068
"rndm",13,0.00214287033655308,0.00187603549338891,0.00246903419525927
"rndm",13,0.47410373258524,0.402618409499375,0.541574372001185
"rndm",13,2.08048173086223,1.78915878497181,2.43701203553246
"rndm",13,0.313391678754859,0.268013926304309,0.361358677893612
"rndm",13,0.240625938421576,0.210690731685911,0.271907594555451
"rndm",13,0.920365538622819,0.78390508519675,1.07472448031108
"rndm",13,0.0172341197354167,0.01476855032709,0.0198221133842737
