"type","sim_ind","est","ci_low","ci_upp","sig"
"full",45,3.39492165783025,3.30647549348592,3.50304778067286,0.2
"full",45,2.62716516728428,2.54216343989726,2.73765743747777,0.93
"full",45,1.78956983042077,1.73109864688595,1.83931004494079,0.16
"full",45,0.773152269983686,0.750344368564406,0.798526442961241,0.22
"full",45,0.02402787541473,0.0231343412954223,0.024876250548914,0.19
"full",45,0.948498982766391,0.923014776228462,0.98071347871354,0.76
"full",45,0.0129174167483966,0.0124873775463867,0.0132977626414348,0.29
"full",45,3.18041847775491,3.08159059558945,3.28492632746386,0.36
"full",45,0.0840744305797587,0.0810668390092562,0.0864245536644908,0.96
"full",45,0.0357345850863557,0.0343355932537159,0.0368636317006106,0.86
"clst",45,4.06306113595668,3.42949026169586,4.68708792030984,0.02
"clst",45,2.40060178099056,2.02766993092193,2.82140150602361,0.3
"clst",45,1.87965889677258,1.5567085368311,2.17371451685662,0.58
"clst",45,0.822646918741244,0.719423687741495,0.994033794696406,0.42
"clst",45,0.0222460942381826,0.0189948251829658,0.0261674679010413,0.28
"clst",45,0.963355850726124,0.793783395298465,1.10085992871946,0.83
"clst",45,0.013250532503788,0.0111839545162023,0.0152956961230736,0.75
"clst",45,3.58359081187492,2.92929997481064,4.16557912910719,0.13
"clst",45,0.0890240142537102,0.0776750190398325,0.102095855180812,0.39
"clst",45,0.0347030816123331,0.029634130636536,0.0412324141893558,0.71
"rndm",45,3.50747108365106,2.95475409959149,4.08309728723633,0.65
"rndm",45,2.37850694783169,2.0180236931087,2.84714618347446,0.23
"rndm",45,1.57215313247241,1.26406548345358,1.81807897571316,0.08
"rndm",45,0.719117525889477,0.612217017704578,0.830012396295821,0.5
"rndm",45,0.0260975733216422,0.0218158209688817,0.0309402670251287,0.38
"rndm",45,0.927507912518258,0.786567922992185,1.07897970952171,0.81
"rndm",45,0.0121285477676407,0.0103122204401607,0.0142138729858277,0.52
"rndm",45,3.21676582923793,2.74781060513288,3.80097026910937,0.89
"rndm",45,0.0880803274793513,0.0752856642167486,0.100811493325289,0.57
"rndm",45,0.0351338667979669,0.0296786566578677,0.0404442049538859,0.86
