"type","sim_ind","est","ci_low","ci_upp","sig"
"full",3,0.364553285290149,0.350229133183412,0.376858665726484,0.39
"full",3,0.188734967447687,0.1822451458474,0.195533286792266,0.05
"full",3,0.0309347554794997,0.0297895804702217,0.0318552457429272,0.93
"full",3,1.21942587453432,1.1727227313377,1.2556515949936,0.49
"full",3,1.04683288823314,1.01102907275457,1.07940416706364,0.76
"full",3,0.211507898423249,0.203347636757319,0.219678478756301,0.93
"full",3,0.682877984801957,0.660130329900891,0.706617669937124,0.12
"full",3,3.61047610191296,3.50236875290482,3.74841458430715,0.75
"full",3,2.89166793451331,2.80458075480299,2.97784603647042,0.95
"full",3,0.440108248896542,0.429012675845731,0.45410854819007,0.34
"clst",3,0.3362947826559,0.289808893753317,0.392739820668317,0.25
"clst",3,0.16975370394521,0.146915535646229,0.200352805226576,0.16
"clst",3,0.0311172262511935,0.0265052914059006,0.037081342497071,0.96
"clst",3,1.26995101298274,1.1037990623652,1.45866011158982,0.63
"clst",3,1.13541015068501,0.966516903609583,1.34553334391219,0.34
"clst",3,0.216187061721277,0.188461693629799,0.257236943531615,0.8
"clst",3,0.595590429288344,0.52037910370698,0.697968087194237,0.07
"clst",3,3.36673980947631,2.98430043933366,4.03956972351983,0.45
"clst",3,3.0196428627384,2.5453689066901,3.53701768284785,0.56
"clst",3,0.423406495286186,0.35626757014777,0.477349234373058,0.65
"rndm",3,0.310051593455027,0.269816083742818,0.356623879250774,0.04
"rndm",3,0.207215824711361,0.175554583785737,0.238895008619528,0.21
"rndm",3,0.0313500429213556,0.026143030235662,0.0359517722874152,0.85
"rndm",3,1.1746494926035,1.01478330420629,1.33025548468923,0.67
"rndm",3,1.08318036639963,0.951531322156882,1.27051324863907,0.66
"rndm",3,0.218312104426167,0.191621743721441,0.256584793468462,0.68
"rndm",3,0.702296544155764,0.593967527546693,0.832977834065843,0.7
"rndm",3,3.2688882226036,2.85447166779409,3.78083940685279,0.26
"rndm",3,2.99443274069841,2.61016446349872,3.57252271019941,0.62
"rndm",3,0.479584961789182,0.414690494324838,0.55237020151374,0.29
