"type","sim_ind","est","ci_low","ci_upp","sig","num_clusters"
"full",23,0.0572398140232019,0.0553886776533872,0.059146819019845,0.13,11
"full",23,0.128280573372268,0.124308832131591,0.132697823852949,0.98,11
"full",23,6.47008934629051,6.26354039682642,6.68770000212113,0.14,11
"full",23,0.625060444137468,0.604748203141085,0.641804382348334,0.23,11
"full",23,0.136512798856982,0.131582156963365,0.141923103859584,0.22,11
"full",23,1.11543771247301,1.08426942185037,1.15945721112112,0.75,11
"full",23,0.231244647502201,0.222854002685323,0.238741821384459,0.11,11
"full",23,6.12853663300477,5.89968047400664,6.33478335955279,0.71,11
"full",23,0.310491856650249,0.298670161122854,0.321247580192055,0.65,11
"full",23,0.0657400446252052,0.0637582081020877,0.0683811602068959,1,11
"clst",23,0.0531735924142211,0.0453615706267655,0.061473624873199,0.42,11
"clst",23,0.125767373812259,0.106605557594489,0.147204932045872,0.83,11
"clst",23,5.81425626914652,4.87964139102447,6.89570911325852,0.16,11
"clst",23,0.64529065086005,0.544671340029083,0.739444784970188,0.79,11
"clst",23,0.149393014958787,0.12344177447219,0.174495671636275,0.36,11
"clst",23,1.18825608911858,1.00027581878198,1.44075314326953,0.43,11
"clst",23,0.22274426930457,0.184338827236897,0.270484478250014,0.67,11
"clst",23,5.78429191648843,4.76936295092453,6.7044238133395,0.52,11
"clst",23,0.324913191864479,0.274761665214834,0.373778245436681,0.57,11
"clst",23,0.0651781738590082,0.0544033255345696,0.0760879060486529,0.93,11
"rndm",23,0.0655399857016935,0.0552475529920833,0.0770662258284522,0.08,11
"rndm",23,0.125194911239066,0.102261862443707,0.14555507821147,0.72,11
"rndm",23,6.77149388116649,5.64779031334052,8.20095644854734,0.51,11
"rndm",23,0.560564810489719,0.467299745714129,0.650461910988477,0.22,11
"rndm",23,0.129586975151501,0.109485142097649,0.151353326288104,0.58,11
"rndm",23,1.12646102972736,0.963024587777963,1.30718608546605,0.85,11
"rndm",23,0.267138923879554,0.223430807539252,0.316447102841569,0.12,11
"rndm",23,6.02368688248799,4.91113316470788,7.01719783013306,0.88,11
"rndm",23,0.302567093806447,0.242423359145535,0.363968313366324,0.69,11
"rndm",23,0.0653082709068805,0.0536170110222119,0.0760673149596876,0.97,11
