"type","sim_ind","est","ci_low","ci_upp"
"rndm",27,0.565206980779958,0.540680882468154,0.586764175199738
"rndm",27,1.3722365060773,1.33648325343425,1.41509439811121
"rndm",27,1.58544463829946,1.525400620486,1.63512986403908
"rndm",27,1.21446756394718,1.16697765761345,1.25403692202769
"rndm",27,0.350255168149286,0.337779214820704,0.360530759878072
"rndm",27,0.206031193950964,0.198984363118749,0.212412768590611
"rndm",27,0.0897262061017742,0.0873652630810508,0.0927989147988717
"rndm",27,0.0823383468599929,0.0802082390308309,0.0849972688348757
"rndm",27,0.637933118688389,0.617879076196448,0.65732532713507
"rndm",27,0.349746725049124,0.334895861783904,0.361324380316925
"clst",27,0.533125454196186,0.457767902382175,0.613254336030383
"clst",27,1.36938460696433,1.18190753325992,1.59354657614832
"clst",27,1.52369430250666,1.30357073417131,1.76887420201532
"clst",27,1.18230221844041,1.03655935561148,1.36942768836955
"clst",27,0.363773210796862,0.319060185086179,0.412678841926533
"clst",27,0.189413357102427,0.160707656240673,0.217002936426751
"clst",27,0.0910239772289829,0.0776125784773672,0.103976253769279
"clst",27,0.0838924262138272,0.0641795218208814,0.0940840431511426
"clst",27,0.539266225209223,0.472639797606077,0.617612701604712
"clst",27,0.407406927527064,0.347671803736133,0.47041851724227
"rndm",27,0.542802019220035,0.482631787297451,0.639250552506386
"rndm",27,1.34698628934472,1.13491643197191,1.54084647581738
"rndm",27,1.59180345259273,1.37437528570272,1.83649973435455
"rndm",27,0.954574786531497,0.791552926130676,1.08451869082081
"rndm",27,0.38597416433129,0.321560053085158,0.446615972476339
"rndm",27,0.219259599763054,0.182771210468744,0.246235064774092
"rndm",27,0.092470466587038,0.0805480419998731,0.108690330044214
"rndm",27,0.079188535658797,0.065367106611402,0.0878448795094452
"rndm",27,0.664750488644779,0.581483232012795,0.759983722167067
"rndm",27,0.366594167192648,0.305816240345961,0.426723500356431
