"type","sim_ind","est","ci_low","ci_upp"
"rndm",29,1.51222691247184,1.46045885263098,1.56022882701401
"rndm",29,0.0154350085439937,0.0148416226428692,0.01604421676821
"rndm",29,0.00415376681545321,0.00403193815300176,0.00431523891414541
"rndm",29,0.0262237067430757,0.0253557316497981,0.0269869835406867
"rndm",29,0.0922749820533739,0.0891956467535006,0.0951421663893691
"rndm",29,1.06377024858188,1.03385825219302,1.09645783030865
"rndm",29,0.032381621524389,0.0313668902950294,0.0333874795633303
"rndm",29,0.473931895117455,0.455276554266883,0.492554715008645
"rndm",29,1.06477873471677,1.0367778596722,1.10488105887197
"rndm",29,1.39395958194057,1.34281378526418,1.45028985445365
"clst",29,1.37337244632388,1.16229811421861,1.62221928767635
"clst",29,0.0155263754706131,0.0133779609649801,0.0179371904236634
"clst",29,0.0046485286878547,0.00394898132359538,0.00562565715104581
"clst",29,0.0261282589692199,0.0228924146485221,0.0299472346125674
"clst",29,0.0975985810872843,0.0839845644229814,0.109355652786059
"clst",29,1.02120381802258,0.894574299785514,1.1908919165271
"clst",29,0.0345738005502701,0.0290367902976193,0.0404161840071189
"clst",29,0.470532956630435,0.39379335141503,0.542259967735942
"clst",29,1.02287568428416,0.909722738480181,1.14847684749599
"clst",29,1.40312622949819,1.18506839026893,1.58610458018113
"rndm",29,1.5816138619293,1.36146660801717,1.82377622180596
"rndm",29,0.0155693150444467,0.0131710060014932,0.018110749376972
"rndm",29,0.00437397483218254,0.00382480414363957,0.00499867008372158
"rndm",29,0.0263317950024582,0.0223252061189443,0.0299658553120918
"rndm",29,0.0988744771313834,0.0840230030562333,0.114877190791385
"rndm",29,1.03862441232165,0.890483943601415,1.17931322029714
"rndm",29,0.0329926404706634,0.0284325197608238,0.038372185630941
"rndm",29,0.411910810826952,0.35298673584478,0.471819710197169
"rndm",29,1.05017121192403,0.875258970241869,1.20557874175338
"rndm",29,1.29949862059768,1.10737951719513,1.50300007529785
