"type","sim_ind","est","ci_low","ci_upp","sig","num_clusters"
"full",19,0.040469394961576,0.0389495991371507,0.0417864485678806,0.35,28
"full",19,4.28634955539344,4.15455193261224,4.4407288872592,0.19,28
"full",19,0.583937049468737,0.562739392150599,0.604275663188827,0.32,28
"full",19,2.1165472175088,2.04977410713701,2.18650635788977,0.55,28
"full",19,0.0523704622906417,0.0509579821007842,0.0539906064583574,0.48,28
"full",19,1.04992787021133,1.02234285638061,1.07692788312099,0.94,28
"full",19,0.0222158846470943,0.0213570323335684,0.0230759983615568,0.19,28
"full",19,0.586492592544223,0.565466359962188,0.607897418867925,0.51,28
"full",19,0.915505774060988,0.883939689802668,0.949491166267383,0.31,28
"full",19,0.901666658708989,0.876620003215005,0.92862022787838,0.78,28
"clst",19,0.041818152688112,0.0353199738960143,0.0485906447920372,0.67,28
"clst",19,4.05149031843082,3.38194711780803,4.65791520457265,0.47,28
"clst",19,0.555197719984833,0.467064900838785,0.648060310556132,0.51,28
"clst",19,2.16881624765576,1.84278057622781,2.49968367713018,0.78,28
"clst",19,0.0572316737241825,0.0482574110792863,0.0666533740893216,0.34,28
"clst",19,1.10436354835022,0.943070476190386,1.30803085348739,0.57,28
"clst",19,0.0253337733731675,0.0218556926790021,0.0293637015634231,0.14,28
"clst",19,0.612333676217935,0.513678376359982,0.708931307520373,0.68,28
"clst",19,0.855811080485982,0.726214950541284,1.04790691078519,0.43,28
"clst",19,0.94959809198557,0.818296435111307,1.08911352197444,0.58,28
"rndm",19,0.0379282488604541,0.0323137712625789,0.0436274251722009,0.46,28
"rndm",19,4.72163734623189,4.03959603114867,5.37229168668717,0.28,28
"rndm",19,0.620454542656823,0.507901391187683,0.723188512864077,0.41,28
"rndm",19,2.31115703125104,2.02392305975438,2.67638522667865,0.27,28
"rndm",19,0.0529547223318176,0.0466594805429711,0.059952285301669,0.93,28
"rndm",19,1.1162161126279,0.95692376065147,1.32391347251554,0.43,28
"rndm",19,0.0220788742200284,0.0188462027465924,0.0257707695123972,0.93,28
"rndm",19,0.571218673800733,0.476728863991173,0.710956132080182,0.69,28
"rndm",19,0.949292142075209,0.793791177404992,1.1316906938467,0.67,28
"rndm",19,0.92186465444907,0.773263923795592,1.04916259809683,0.86,28
