"type","sim_ind","est","ci_low","ci_upp"
"rndm",6,0.710457834725408,0.68720724267312,0.737001261689284
"rndm",6,3.75081608765429,3.61348503467558,3.86421094796774
"rndm",6,0.103933836052161,0.100209041439229,0.106994084744386
"rndm",6,0.0144879935237128,0.0139161306093445,0.0149355539440346
"rndm",6,0.244231526919411,0.235530614015302,0.25265098042979
"rndm",6,0.0876439176604061,0.084610812004065,0.0898461237588337
"rndm",6,0.0480416329244411,0.0461565652458299,0.0495630199140663
"rndm",6,0.000717917940328192,0.00069204154568635,0.000738767285485036
"rndm",6,1.30889142936789,1.26414262745171,1.34300433736609
"rndm",6,2.43568966138781,2.37921735062959,2.52868884100096
"clst",6,0.658491294965663,0.577932339698357,0.762879791543136
"clst",6,3.33377045090984,2.89719386031606,3.93827075280545
"clst",6,0.116730631666237,0.0982478031793734,0.13446455933355
"clst",6,0.0151372199519411,0.0134319027793158,0.0174544420932904
"clst",6,0.222164473345251,0.187522622638651,0.259751778668732
"clst",6,0.0798060939957416,0.0688068006739221,0.0904749993514492
"clst",6,0.0514408456473474,0.0436504662429735,0.0592380141289499
"clst",6,0.000690172896860231,0.000588028221307097,0.000805533435899564
"clst",6,1.30284737052623,1.13954076586119,1.50544072860565
"clst",6,2.6156696739236,2.10740137953259,3.00883019962522
"rndm",6,0.723513571742717,0.617835867283223,0.845217552851371
"rndm",6,3.57285594141094,3.10744557525688,4.27673164813887
"rndm",6,0.0967984619599839,0.081134803943192,0.111608224235471
"rndm",6,0.0134155901468602,0.0117832649471985,0.015378762867217
"rndm",6,0.252990312247231,0.213766750583777,0.28717118664877
"rndm",6,0.0820176886596708,0.0718718336322406,0.0920420624126881
"rndm",6,0.0485301448017106,0.0418115214657795,0.0565870709138287
"rndm",6,0.000662241534822914,0.000557808732558563,0.000766654005967346
"rndm",6,1.47396058897402,1.28041546935091,1.71758078131511
"rndm",6,2.5098816230206,2.15235754201104,2.86811802030216
