"type","sim_ind","est","ci_low","ci_upp"
"rndm",24,1.31378954664463,1.27793678093241,1.35122272054116
"rndm",24,3.88832402646816,3.74416651636092,4.02179788797267
"rndm",24,0.990344004671,0.954549708435602,1.02725310374823
"rndm",24,0.199394185116188,0.191390030217526,0.207450631523963
"rndm",24,0.01627258338391,0.0156879205518428,0.0167530487331935
"rndm",24,3.46875215716462,3.3759798591456,3.56854761060621
"rndm",24,0.189389847076282,0.182302394427363,0.195799742636664
"rndm",24,0.0686205028016941,0.0662309316590364,0.0711748654276347
"rndm",24,0.712984414318895,0.688490923839563,0.735195079733732
"rndm",24,0.0472074710413525,0.0459354319902958,0.0485716209650667
"clst",24,1.25223892952723,1.05229619946922,1.44719852226467
"clst",24,3.70794459245571,3.1698728248481,4.17479257849506
"clst",24,0.936620487081728,0.811247977289922,1.11630331960245
"clst",24,0.176666956161349,0.15064924920785,0.20499800037686
"clst",24,0.0188337354344408,0.0163162907249093,0.0219734114218879
"clst",24,3.4908970406022,3.1304367649517,3.97157628416591
"clst",24,0.21243829575691,0.184531905536924,0.245650457023946
"clst",24,0.0647853404200163,0.0549080317235736,0.0766835342549047
"clst",24,0.771550848332092,0.688159369544809,0.926484288574847
"clst",24,0.0493972314817716,0.0419334219546648,0.0567351363691654
"rndm",24,1.41126197958538,1.20608217000687,1.57088944181903
"rndm",24,4.04595470520376,3.501999487776,4.69114134055419
"rndm",24,0.944302166986715,0.81152489480785,1.15093442881561
"rndm",24,0.182458182818351,0.155933017439398,0.212239865350228
"rndm",24,0.0176361902637373,0.0156748764725121,0.0202697289843864
"rndm",24,3.73131910158124,3.17853400921148,4.15639798275976
"rndm",24,0.183896731144554,0.160525044266526,0.211280785469541
"rndm",24,0.0626951921884293,0.0522373641140899,0.0730055108282864
"rndm",24,0.729843324795538,0.621760605977011,0.837508223089372
"rndm",24,0.0434134344420333,0.0371289577052673,0.0522393951984552
