"type","sim_ind","est","ci_low","ci_upp"
"rndm",26,5.35199226055842,5.16760873282501,5.52907646649182
"rndm",26,2.04692385549675,1.97494579300115,2.11569648301244
"rndm",26,0.306171397450684,0.294449778305311,0.316240004413683
"rndm",26,0.0365526704425997,0.0355357869699679,0.0375916965939954
"rndm",26,0.316877751450284,0.30499603079651,0.326277723141609
"rndm",26,0.207196301205445,0.201283405647153,0.214425498270509
"rndm",26,0.710012971307221,0.689422219184229,0.734976651914674
"rndm",26,0.0139047935305853,0.0133989140992994,0.0143895432960711
"rndm",26,0.555958022284743,0.538370858051596,0.576635738639976
"rndm",26,0.240159714983465,0.232433714600004,0.248328742282889
"clst",26,4.89837900342274,4.27883046332732,5.69529479400199
"clst",26,1.73609481134238,1.38411625461936,2.01544147751806
"clst",26,0.320507300580222,0.262343987307717,0.36055831275352
"clst",26,0.0363879071841652,0.0307170360822895,0.0411512561672402
"clst",26,0.309121633183046,0.260306582265984,0.359750073196215
"clst",26,0.182242720844918,0.156850776614343,0.200632461979227
"clst",26,0.635729675956169,0.533595592268939,0.748378242840067
"clst",26,0.011626440047042,0.00981612857314071,0.01313969686095
"clst",26,0.502626259099955,0.430369954822483,0.593930714972339
"clst",26,0.256939137892877,0.211014587698395,0.304811476759899
"rndm",26,5.82322784082579,4.98189564614185,6.64714214508099
"rndm",26,1.95791709442011,1.64246429578167,2.24440813206525
"rndm",26,0.351212541961908,0.300866495334512,0.405487132471041
"rndm",26,0.0330560903309399,0.0283207570300314,0.0380752363588371
"rndm",26,0.290934240380501,0.248498081159962,0.350269639466291
"rndm",26,0.205260029959642,0.16992194663819,0.238063455357756
"rndm",26,0.558501355931222,0.486835733811714,0.632037370708706
"rndm",26,0.0135451902883186,0.0113729957401294,0.0153734088055556
"rndm",26,0.5990668686307,0.509915897578787,0.693863445995486
"rndm",26,0.27499677668618,0.226025186595898,0.327351406689772
