"type","sim_ind","est","ci_low","ci_upp","sig"
"full",79,1.63888680115714,1.57538740292101,1.69182741435867,0.78
"full",79,1.76294375653052,1.70297036912666,1.8278049934987,0.13
"full",79,1.51521916635683,1.46771131974679,1.56761195677027,0.55
"full",79,0.0102366751035366,0.00986708356472174,0.0106520759062209,0.59
"full",79,0.224219446003985,0.217208816084541,0.230972735993948,0.38
"full",79,0.0569907885859696,0.0553229674951316,0.0589126185527833,0.02
"full",79,0.0342136278132,0.0332298508489291,0.0354483014887658,0.33
"full",79,3.01933046241858,2.91747298572623,3.14045555104178,0.83
"full",79,7.33684074111016,7.13539153761039,7.54406527035026,0.96
"full",79,1.31745872677544,1.27076810276205,1.35662232618497,0.61
"clst",79,1.35429313878355,1.14606138964628,1.58243028519171,0.02
"clst",79,1.97473187036408,1.699355509405,2.31244635726624,0.18
"clst",79,1.37130256146849,1.15034387478041,1.57635750845903,0.28
"clst",79,0.0111538574565043,0.00947089211428791,0.0124686195262681,0.28
"clst",79,0.201199429145214,0.172101094830216,0.23107758081697,0.19
"clst",79,0.0699516725955008,0.0577170233559668,0.0805395301582941,0
"clst",79,0.0345171338696215,0.0289309080876775,0.0398301188335225,0.92
"clst",79,3.04146753129336,2.60031943648499,3.68388738115071,0.92
"clst",79,7.15317840965154,5.94571618367455,8.26698986345397,0.81
"clst",79,1.14585031887629,0.96882640622999,1.34906994780996,0.14
"rndm",79,1.3995696663996,1.16729064886142,1.64426734808429,0.11
"rndm",79,1.63255570582743,1.38759279750336,1.89699681526357,0.31
"rndm",79,1.49960225292524,1.26182839015201,1.71003979045446,0.9
"rndm",79,0.0104821008534911,0.00889820173394874,0.0120507778456818,0.78
"rndm",79,0.220691063688233,0.183698637710603,0.260805378432981,0.81
"rndm",79,0.0531813985505069,0.0466586587581382,0.0628467264224432,0.36
"rndm",79,0.0382319553265997,0.0336140698903961,0.0467062342278673,0.2
"rndm",79,2.97641490366465,2.6535289071675,3.52470733291151,0.84
"rndm",79,7.0783792988456,5.87862031701835,8.29410827568172,0.73
"rndm",79,1.23113340962559,1.01358800526465,1.43840998557266,0.46
