"type","sim_ind","est","ci_low","ci_upp"
"rndm",14,3.16806650435771,3.06882572730691,3.26557848286262
"rndm",14,1.13680258230817,1.09272743527075,1.16444182181977
"rndm",14,2.60129731169103,2.52579247199096,2.69957829327333
"rndm",14,2.12891949502367,2.06082593616052,2.19770413822607
"rndm",14,0.0857323040529307,0.0831141258794725,0.0880195146103639
"rndm",14,0.891090437980674,0.853837651602685,0.912903187608633
"rndm",14,0.198748388607048,0.19122834274307,0.207248327442184
"rndm",14,6.47029931329251,6.30874858798223,6.67487688528115
"rndm",14,2.45114396252227,2.37141254995789,2.54145990566299
"rndm",14,0.00719152934856481,0.00697176224867236,0.00746892948431461
"clst",14,3.19337180259465,2.74119278092122,3.67000189074119
"clst",14,1.10939277266388,0.959563355454417,1.30506430259687
"clst",14,2.30658785561963,1.92517109526308,2.68945155488652
"clst",14,2.17090499620741,1.87978057633442,2.49576778566791
"clst",14,0.0953371734406081,0.0826486329879488,0.111457594294634
"clst",14,1.03530798691054,0.888740729820546,1.19466608176637
"clst",14,0.204038792150918,0.181905465585394,0.239083676033434
"clst",14,7.34547461159767,6.26795767112149,8.30311159801475
"clst",14,2.38840926492146,2.02521932672086,2.76952397632407
"clst",14,0.0072381317172177,0.00644977594338079,0.00846999355037144
"rndm",14,3.17895788233848,2.6625873047142,3.59454278468636
"rndm",14,1.05067233877286,0.867245387269825,1.22785092194094
"rndm",14,2.5526748860624,2.13167860999673,2.97965643114329
"rndm",14,2.25326140805319,1.93467280437504,2.61766547039549
"rndm",14,0.0777157216434788,0.0669345178463068,0.0897172655122203
"rndm",14,0.950450817441642,0.798356304206909,1.10392958346732
"rndm",14,0.205418541301119,0.181428371382386,0.239438912698062
"rndm",14,6.89533782635859,5.70515684789474,8.10076503478537
"rndm",14,2.50634968431351,2.18369351194731,2.92480345567273
"rndm",14,0.0081058429375381,0.00694409689158304,0.00917775145965098
