"type","sim_ind","est","ci_low","ci_upp"
"rndm",20,0.00944372662698077,0.00912660777736657,0.00973387129042759
"rndm",20,0.0248806155194514,0.0240973499049624,0.0258225852919248
"rndm",20,0.000891317270269253,0.000862018724313463,0.000922141004169664
"rndm",20,0.430352701807864,0.416855955010419,0.446899207711997
"rndm",20,2.40949837440488,2.32981796516817,2.4885055334842
"rndm",20,0.184309198744611,0.178690737201047,0.190775636546776
"rndm",20,0.0132657973556447,0.0127663138748685,0.0136582301664505
"rndm",20,0.0754080132484893,0.0733456921393805,0.0778431211303627
"rndm",20,0.0377890845604054,0.0368596805338672,0.0390442893368896
"rndm",20,0.158604790383441,0.154820325771175,0.162020635225078
"clst",20,0.00740261705819481,0.00639030497913146,0.00846175791740107
"clst",20,0.0237660112297553,0.020811311201581,0.027470868491789
"clst",20,0.000877476129112124,0.000747488464719834,0.000990094793161057
"clst",20,0.414584082965527,0.351139994502104,0.470987892588161
"clst",20,1.78655934323303,1.52869269510633,2.00688033265899
"clst",20,0.187410206309245,0.160487237811913,0.229149968116524
"clst",20,0.0140058284651998,0.0117831731737913,0.0165683159732039
"clst",20,0.0792227341648397,0.068748103758594,0.0886905511095534
"clst",20,0.0381013438120092,0.0325935639040932,0.0426201082707644
"clst",20,0.169012949658209,0.140219874323934,0.189904811462016
"rndm",20,0.0100980229086293,0.00889800156074671,0.0122907242449362
"rndm",20,0.0228947127731586,0.0194831118266044,0.026175417796177
"rndm",20,0.000929649976407788,0.000789042466547334,0.00110195305973892
"rndm",20,0.420904064038955,0.348152550763437,0.474581213940399
"rndm",20,2.36178239424241,2.01553502419439,2.75316418151674
"rndm",20,0.187476751588652,0.160901782201316,0.212216905482397
"rndm",20,0.0143821384214725,0.0125586272565167,0.0169647097943588
"rndm",20,0.0799238065279676,0.0701175869058783,0.0926234570217479
"rndm",20,0.0376860768020325,0.0318496699250818,0.0426922165345516
"rndm",20,0.180223390899688,0.15473783606781,0.203814638409767
