"type","sim_ind","est","ci_low","ci_upp","sig"
"full",29,0.825259686180871,0.796524188253367,0.852206366740013,0.52
"full",29,0.841603035945729,0.818588487709511,0.865382842395794,0.96
"full",29,0.0107100269435107,0.0103803985815562,0.0110415044303795,0.17
"full",29,2.92973682544684,2.84228626995136,3.01487804996616,0.73
"full",29,0.0162554505880458,0.0156654564025943,0.0169440172361446,0.94
"full",29,1.91599110226031,1.84143248832855,1.98550737174333,0.31
"full",29,0.00844495196083184,0.00815665443121935,0.00874148481873157,0.13
"full",29,0.496869118829707,0.48014740323723,0.512694038213602,0.37
"full",29,0.0549390364940787,0.0529460377277043,0.0563728635569511,0.69
"full",29,3.18924788142577,3.09643018463183,3.27052582981585,0.7
"clst",29,0.841345896987643,0.69661497231052,0.978086515130143,0.82
"clst",29,0.857123622731508,0.736973868819298,1.00468012774749,0.75
"clst",29,0.00987203221587101,0.00855088937881912,0.0111826748819788,0.29
"clst",29,3.19360350667202,2.66516077185495,3.8055248762426,0.36
"clst",29,0.0160233000763778,0.0140197057152675,0.0190431649953246,0.88
"clst",29,1.80614027823605,1.49760599542545,2.05365015875885,0.37
"clst",29,0.00986805407703639,0.00816705028154354,0.0118476075353239,0.04
"clst",29,0.467670418115675,0.407523197828846,0.554834147381904,0.53
"clst",29,0.0537958239957945,0.0456218833991169,0.0615083419857167,0.81
"clst",29,3.10985150478674,2.64626177546397,3.59780438939067,0.81
"rndm",29,0.779371697129073,0.672088687344466,0.935491370341393,0.45
"rndm",29,0.852140688679105,0.750613962454072,1.00091126894032,0.93
"rndm",29,0.0116366418928021,0.0100277458237938,0.0136096004652916,0.27
"rndm",29,3.07278443638725,2.59915606225384,3.63141911073985,0.58
"rndm",29,0.0157182937816319,0.0136385922773166,0.0179587644730481,0.71
"rndm",29,2.00541593127266,1.72747482448801,2.3364249086855,0.62
"rndm",29,0.00831303143454817,0.00684694653045975,0.00976742247606191,0.85
"rndm",29,0.419724739708274,0.363298209106784,0.4867103924909,0.01
"rndm",29,0.0564947810155816,0.0463325297854598,0.0669113510490111,0.79
"rndm",29,3.22918745958859,2.74196075963834,3.78566095432209,0.83
