"type","sim_ind","est","ci_low","ci_upp"
"rndm",12,0.00063215984126118,0.000608548985175787,0.000650268173555996
"rndm",12,0.159819465559036,0.154896524183332,0.16554776040699
"rndm",12,0.215341524087381,0.208414728552197,0.221819520001856
"rndm",12,1.25753215223744,1.21767320347551,1.29741600814254
"rndm",12,0.0357958205678255,0.0346937461844453,0.0370915492059765
"rndm",12,0.0814194586957267,0.0786557863173874,0.0839627877330234
"rndm",12,0.180722911371066,0.175023599363444,0.186208251647632
"rndm",12,0.00437061310579329,0.0041915188439724,0.0045064118940926
"rndm",12,0.720050208511112,0.697808029023634,0.745067790707892
"rndm",12,0.267968909982505,0.260696098183357,0.276722792256043
"clst",12,0.00067172472285384,0.000577221360059637,0.000795496597362106
"clst",12,0.141916386624645,0.122599002573671,0.163054852328657
"clst",12,0.212123735382184,0.186784715401369,0.250024808694187
"clst",12,1.14105335984148,0.961748781923041,1.31456120988498
"clst",12,0.0352772072307418,0.0313618297933802,0.0423253438699242
"clst",12,0.0780489964290271,0.0658701870251257,0.0876166674290725
"clst",12,0.194458554332467,0.169493838823815,0.222042226095166
"clst",12,0.00378474905887748,0.00331923220909073,0.00435008361808173
"clst",12,0.706991712150944,0.613070561085653,0.82287431149997
"clst",12,0.265093025527091,0.228220635175263,0.301383978052861
"rndm",12,0.000653440905478466,0.000568600995101292,0.000752351820427019
"rndm",12,0.16901527851276,0.150538836786348,0.196819326321123
"rndm",12,0.198416675268276,0.168480968170455,0.233336376628576
"rndm",12,1.18670418310069,1.04629010651014,1.37420022658081
"rndm",12,0.0310986781400319,0.0261293761928623,0.0377289571442486
"rndm",12,0.0809751779426566,0.0689200799519581,0.0907186929430749
"rndm",12,0.177120073814141,0.152829752440494,0.203648582832051
"rndm",12,0.00451018551624071,0.00396146365564323,0.00518878826491433
"rndm",12,0.651609791372722,0.55095130765058,0.749112863526747
"rndm",12,0.239275618633381,0.208201400753474,0.281784959925386
