"type","sim_ind","est","ci_low","ci_upp"
"rndm",33,0.426659864216289,0.413803875472152,0.44278642331739
"rndm",33,0.0516227049928132,0.049724494806045,0.0534277066424855
"rndm",33,1.33407041402476,1.29175710835184,1.38123284961509
"rndm",33,1.94047344452335,1.87829465897025,1.99556019361521
"rndm",33,0.101475760052753,0.0981720289656358,0.104889418529477
"rndm",33,0.338106098281196,0.32712486730259,0.349966652788129
"rndm",33,0.00811849277298805,0.00784282671877115,0.00835038895322128
"rndm",33,5.92310258100083,5.72566555074493,6.08975442291367
"rndm",33,0.192270334114332,0.185198841335051,0.199440251777215
"rndm",33,2.07821154491043,2.016238429275,2.14289416576792
"clst",33,0.428757193253214,0.364014122556783,0.50743505819318
"clst",33,0.0563100054977541,0.0455151193844821,0.0673816188491979
"clst",33,1.14472184375521,0.956834972489122,1.31703002668931
"clst",33,1.73988639209714,1.5371151976769,2.01731391120609
"clst",33,0.113469139916283,0.0973166665160416,0.135178399611722
"clst",33,0.336542914226706,0.279871386258042,0.388187044264178
"clst",33,0.00828227234037905,0.00679764636923612,0.009565335651717
"clst",33,6.48211749264018,5.51613024305247,7.27766151363197
"clst",33,0.211850487315213,0.178591653766586,0.244412706737508
"clst",33,2.09810280680418,1.72812499466649,2.46262096832329
"rndm",33,0.367923047147787,0.31581899014834,0.422552582500621
"rndm",33,0.0547529719149481,0.0475462713944506,0.0639374801203477
"rndm",33,1.36530571798314,1.16064953526615,1.54174439740022
"rndm",33,1.97863376026037,1.6799755452881,2.27026804892452
"rndm",33,0.104620915299657,0.0899055242721579,0.123538292842763
"rndm",33,0.387551868248317,0.331114399947741,0.453342230426833
"rndm",33,0.00781948535670164,0.00682538561053739,0.00896393711327614
"rndm",33,6.2009835153491,5.28774949756318,7.05002906223083
"rndm",33,0.220372663288321,0.191418463566382,0.248657967138631
"rndm",33,2.05528917705084,1.68639261246034,2.35288946619973
