"type","sim_ind","est","ci_low","ci_upp","sig"
"full",73,2.13945395942529,2.06433182217819,2.20563968534033,0.87
"full",73,0.0230799781971966,0.022379798752063,0.0239780018455208,0.7
"full",73,4.23054006882175,4.09505143733163,4.39755837852035,0.04
"full",73,0.240926736435184,0.232989378427157,0.248636052132182,0.33
"full",73,2.48285814187641,2.39920863989568,2.55530291544393,0.4
"full",73,0.134564758966007,0.129419222728953,0.138592962361933,0.29
"full",73,0.304354094185906,0.293886629309532,0.313868821465606,0.95
"full",73,0.148142830139447,0.142999495971934,0.152677914440432,0.83
"full",73,1.43629158538325,1.38328987163521,1.47389519131763,0.84
"full",73,2.27849844704943,2.21676456621352,2.35482282372172,0.86
"clst",73,2.04355005320326,1.72043946668027,2.42345252247653,0.57
"clst",73,0.0238273529693174,0.0203800608753211,0.028629442817637,0.74
"clst",73,4.38475874153773,3.6653140043029,5.09665697414637,0.67
"clst",73,0.219139776463916,0.188155468261927,0.260890714017638,0.21
"clst",73,2.33185828076717,2.00063846477667,2.68268900731777,0.39
"clst",73,0.153617892296634,0.119396843187452,0.1746258711955,0.05
"clst",73,0.296257617251416,0.253063195161788,0.337265396309158,0.65
"clst",73,0.140620638376102,0.114473152406711,0.163476539373819,0.43
"clst",73,1.49137601655506,1.25674890767977,1.70496829894594,0.72
"clst",73,2.50044582432058,2.11981995144487,2.84086778496094,0.24
"rndm",73,1.99373756517396,1.74545827919648,2.29046583566,0.41
"rndm",73,0.0248444830964393,0.0206840940297726,0.0291797081732609,0.36
"rndm",73,3.42674318801633,2.97551283948948,3.87527258021522,0.05
"rndm",73,0.245617281276135,0.208990736671785,0.279153193667174,0.84
"rndm",73,2.56329699252052,2.18962509216455,3.10937108945624,0.67
"rndm",73,0.136092336696465,0.110955158844962,0.159524952858109,0.86
"rndm",73,0.299560753089496,0.260259581275896,0.367778841268819,0.88
"rndm",73,0.144302340566671,0.12045133307325,0.167295997713674,0.71
"rndm",73,1.51897862399128,1.33458063781369,1.74468138555576,0.46
"rndm",73,2.45237751151636,2.09725625825692,2.79726108402696,0.43
