"type","sim_ind","est","ci_low","ci_upp","sig"
"full",9,0.0645549958138461,0.0621695561463593,0.0671966395472624,0.7
"full",9,0.195622373796917,0.188597301116241,0.202554366720055,0.36
"full",9,0.405430889640334,0.39191034417522,0.415305026484884,0.6
"full",9,2.699383254071,2.60320690925963,2.76888807953248,0.35
"full",9,0.349542688092444,0.338039552728935,0.357743980573323,0.36
"full",9,0.00151070047057305,0.00146677955550777,0.00155304025427997,0.71
"full",9,0.722124411625521,0.697708988687015,0.74551453406374,0.26
"full",9,0.0449883224192097,0.0430430855854288,0.0468579620895446,0.32
"full",9,5.9263534808869,5.72595852810329,6.14955229796062,0.56
"full",9,2.27563227856179,2.19692693401683,2.34513564367513,0.93
"clst",9,0.0649453309988374,0.0535413823971394,0.078533458450329,0.95
"clst",9,0.203441982096166,0.173418030490842,0.242721624680646,0.61
"clst",9,0.377858010178693,0.316833940673924,0.451957206982238,0.46
"clst",9,2.89454573484957,2.42560389894938,3.51419899073196,0.39
"clst",9,0.373730747165659,0.326099296693363,0.438766986391816,0.51
"clst",9,0.00150978705623737,0.00121928129622791,0.00179443961375957,1
"clst",9,0.741689249992974,0.631843149996665,0.878552287760167,0.76
"clst",9,0.0475057603908177,0.039620199630524,0.0587804637412991,0.53
"clst",9,5.53170517686704,4.66112198300163,6.62874483370841,0.49
"clst",9,2.39813143216783,1.94143259770889,2.80193388833857,0.57
"rndm",9,0.0608611255883829,0.0511389615964878,0.0712569894470814,0.58
"rndm",9,0.18146784035802,0.155357103269174,0.214253581115812,0.38
"rndm",9,0.356914813942287,0.289441293253247,0.432546257400775,0.15
"rndm",9,2.54923713903987,2.12661949406856,3.10002826021586,0.5
"rndm",9,0.339534687069064,0.281980001948341,0.394545869507232,0.8
"rndm",9,0.00144792186728347,0.00121925886148582,0.00166537434918597,0.69
"rndm",9,0.85242742533027,0.707030142332824,1.00158418814139,0.09
"rndm",9,0.042336801047591,0.0354822148409739,0.0509861524130212,0.48
"rndm",9,5.20646747955663,4.03630471105427,6.08803865187242,0.1
"rndm",9,2.42795509657035,1.99141439703929,2.98352999099694,0.47
