"type","sim_ind","est","ci_low","ci_upp","sig","num_clusters"
"full",29,0.0403586502476853,0.0392152549701208,0.0416329729227835,0.08,8
"full",29,0.0191732864583408,0.0185694007560548,0.0198514959320795,0.99,8
"full",29,2.94750766114524,2.82555861766763,3.05266926489936,1,8
"full",29,0.00081255880705401,0.000782186475503353,0.000845836110373699,0.21,8
"full",29,0.0997849292745662,0.0967900161717192,0.103925068919274,0.61,8
"full",29,2.99881690272855,2.91028691151185,3.11085288437734,0.97,8
"full",29,1.16507696126443,1.12833132867951,1.20933822402962,0.31,8
"full",29,0.0797208282773421,0.0774449664769866,0.0824703429909388,0.49,8
"full",29,0.237328497903869,0.228795687378618,0.246319260143743,0.38,8
"full",29,0.74921298619685,0.721857305234484,0.774906904665006,0.38,8
"clst",29,0.0488231893225608,0.0397757651876245,0.0583938968594407,0.02,8
"clst",29,0.0184337741398412,0.0159678818534899,0.0227729766622597,0.67,8
"clst",29,2.60840766621901,2.21208876707595,3.05505264024622,0.22,8
"clst",29,0.000704013727627007,0.000568557753362646,0.000821505758453815,0.06,8
"clst",29,0.119424465837869,0.102431522549683,0.142074198403495,0.06,8
"clst",29,2.90573749452646,2.31938696229209,3.53058251543371,0.78,8
"clst",29,1.1491654700863,0.948411024292056,1.39430000135542,0.9,8
"clst",29,0.0795161000137913,0.0653970070751704,0.0934879508774214,1,8
"clst",29,0.249810137450826,0.219293721555898,0.294051538625841,0.59,8
"clst",29,0.659978914789905,0.547034138385774,0.775133782583993,0.13,8
"rndm",29,0.0378365574588765,0.0314139913868823,0.044316963936831,0.5,8
"rndm",29,0.0185577124425159,0.0148031112252515,0.0212115011230482,0.74,8
"rndm",29,2.61337148871986,2.1843421479799,3.11873776257578,0.31,8
"rndm",29,0.000836311326245205,0.000691512616345037,0.000987370570969871,0.8,8
"rndm",29,0.111057739779519,0.0924232329622459,0.128903030581289,0.25,8
"rndm",29,2.89376935846263,2.44511651214443,3.48768731469615,0.76,8
"rndm",29,1.3039053085426,1.05346553799776,1.55689968886599,0.29,8
"rndm",29,0.0862906198769775,0.0694313381685829,0.10013910946677,0.47,8
"rndm",29,0.223942454686551,0.188192458836916,0.249600442492894,0.6,8
"rndm",29,0.75989281907209,0.62978967423898,0.929472352088389,0.89,8
