"type","sim_ind","est","ci_low","ci_upp","sig","num_clusters"
"full",6,1.20916322131234,1.16902301671305,1.25147441511369,0.3,15
"full",6,0.0222751034831573,0.0214820078230578,0.0231467101629662,0.99,15
"full",6,1.70013486866296,1.64197420379934,1.76952451269228,0.78,15
"full",6,0.34928982360693,0.336227110690547,0.359844779113414,0.54,15
"full",6,2.25796811212145,2.17670685670214,2.32691513739851,0.78,15
"full",6,0.18951944674538,0.183912490947144,0.194358105561294,0.15,15
"full",6,2.46100615653339,2.37721468740045,2.54425016593912,0.82,15
"full",6,0.0291018705390748,0.0280304095922127,0.0302034776264157,0.74,15
"full",6,0.0864793849809385,0.0835256691474049,0.0891597880975413,0.24,15
"full",6,1.0230878992592,0.990269839253547,1.06017613571688,0.57,15
"clst",6,1.14712998642382,0.973215524567845,1.32551029159207,0.55,15
"clst",6,0.0241505462143183,0.020322780034538,0.0276999280291608,0.28,15
"clst",6,1.74786307109223,1.47756913776755,1.95214410156444,0.78,15
"clst",6,0.367940351985602,0.320974392036533,0.43287241954631,0.51,15
"clst",6,2.05478736333435,1.74809565292375,2.37963283839656,0.27,15
"clst",6,0.168440663117167,0.141228019690116,0.196890925225779,0.14,15
"clst",6,2.3062270178424,2.01379134889119,2.62243479701241,0.4,15
"clst",6,0.028826527139321,0.024487615757993,0.0346852478177819,0.93,15
"clst",6,0.0961117246366745,0.0822691673396581,0.112859015843781,0.23,15
"clst",6,1.0414257152101,0.887010613459679,1.18495056449402,0.83,15
"rndm",6,1.29074124388554,1.11087228477392,1.56837302724431,0.47,15
"rndm",6,0.024048252411678,0.0206226319270392,0.0287386848970367,0.28,15
"rndm",6,1.67797325788633,1.4517084598721,1.97195081982697,0.84,15
"rndm",6,0.343608897351422,0.295434130342952,0.40039861194377,0.85,15
"rndm",6,1.97867897648503,1.6793989183412,2.4090390641922,0.16,15
"rndm",6,0.200033414144594,0.177521193045615,0.230563163365024,0.59,15
"rndm",6,2.25487771874392,1.92981473581494,2.71369557589842,0.24,15
"rndm",6,0.029596076908599,0.0255841977569815,0.034990515490928,0.81,15
"rndm",6,0.0838057423611911,0.0706904865910587,0.0992886298448658,0.63,15
"rndm",6,0.978133367287517,0.807339482463128,1.12297506744579,0.66,15
