"type","sim_ind","est","ci_low","ci_upp"
"rndm",10,1.69010994013901,1.62211476726379,1.74913853125806
"rndm",10,0.0111052693723985,0.010843449107282,0.0114964893078729
"rndm",10,0.0115004650790432,0.011084869075731,0.0119084590826011
"rndm",10,1.62191971105999,1.56394002513537,1.67567433607191
"rndm",10,0.0246554943946754,0.0238607592208849,0.0253570832057739
"rndm",10,1.70654189207848,1.64218471220563,1.75601979483614
"rndm",10,1.51275991368714,1.46422879486163,1.57290205325659
"rndm",10,0.496957860201961,0.480275352085926,0.515897621689434
"rndm",10,0.0260948763405511,0.0251158368625905,0.0269557458799721
"rndm",10,0.674999683871889,0.648470623643848,0.696207764725518
"clst",10,1.65575222542652,1.43864360273496,1.91897310187875
"clst",10,0.00998706067336782,0.00816775480276884,0.0118183682389872
"clst",10,0.0103829642840716,0.00905653556790728,0.0116761748799258
"clst",10,1.54098566086483,1.33625082022218,1.78096998929781
"clst",10,0.0258478324468832,0.0220384027019871,0.0298352267214752
"clst",10,1.65727199325784,1.37710724572884,1.85446950791127
"clst",10,1.43823958496381,1.2052894666061,1.70006206842891
"clst",10,0.477242719643182,0.417644903511956,0.544436109785186
"clst",10,0.0290554013180841,0.0245556743953491,0.0331015944052161
"clst",10,0.689092896617473,0.58536714161415,0.792903182615143
"rndm",10,1.47698003260575,1.22620469629288,1.76476158314861
"rndm",10,0.00979956769745345,0.00829654796448105,0.0112410474192345
"rndm",10,0.0107593822133721,0.00912354169688301,0.0121123264635718
"rndm",10,1.53911819324148,1.34384975389854,1.77776309320662
"rndm",10,0.0265941069081331,0.0229534635169569,0.0309231437520434
"rndm",10,1.87858199728742,1.5747590858931,2.12252255491976
"rndm",10,1.41124577915992,1.23936285903076,1.57863054959321
"rndm",10,0.4569825986178,0.39188534279614,0.543151950496215
"rndm",10,0.0261233647590479,0.0224834055333487,0.0306807602830267
"rndm",10,0.659549757111177,0.560097195974191,0.765219514123864
