"type","sim_ind","est","ci_low","ci_upp","sig","num_clusters"
"full",5,4.95216526296039,4.7689482131397,5.10781049337953,0.9,9
"full",5,0.00849138516376738,0.00812292622092461,0.00878845054368305,0.58,9
"full",5,1.09027292179756,1.06515995561958,1.12529403509283,0.49,9
"full",5,0.0394314839893975,0.0382550970610603,0.0404859162338694,0.6,9
"full",5,0.175537244149854,0.17012470775462,0.182391223752357,0.61,9
"full",5,3.79383096182852,3.64015418998068,3.89995216919659,0.61,9
"full",5,0.0375989395923976,0.0361056812486448,0.039180552152123,0.86,9
"full",5,0.0254899382432877,0.024633909058727,0.0263026078276869,0.71,9
"full",5,3.23507458384252,3.0961206493606,3.34578858309835,0.23,9
"full",5,7.33912195331191e-10,7.06819110093976e-10,7.58810776760584e-10,0.1,9
"clst",5,4.93499061102588,4.18247873765261,5.8605604407487,1,9
"clst",5,0.00760742060415493,0.0060295812405476,0.00915018719771159,0.15,9
"clst",5,1.11524364668084,0.949530251283572,1.32949916844478,0.78,9
"clst",5,0.0397372457459227,0.0334209476556443,0.0478796589915661,0.95,9
"clst",5,0.172152689153498,0.146562225582765,0.19757386182143,0.83,9
"clst",5,3.9603164144143,3.20249840466638,4.5005768525133,0.56,9
"clst",5,0.0348459828965766,0.0287909192720462,0.0404074988812893,0.37,9
"clst",5,0.0220097250184832,0.0191986232399899,0.0251576482788103,0.13,9
"clst",5,2.91857854645141,2.48413876431698,3.51799964346295,0.25,9
"clst",5,7.64375385238782e-10,6.50746336571508e-10,8.71327531095776e-10,0.72,9
"rndm",5,4.98216425636833,4.29666251862744,5.80987985401439,0.9,9
"rndm",5,0.00806161244835872,0.00677057651648612,0.00926466651259176,0.48,9
"rndm",5,1.03801493376685,0.886216578550233,1.22713159159388,0.57,9
"rndm",5,0.0421092437909229,0.0365507125853397,0.0505173389296621,0.37,9
"rndm",5,0.182477932148859,0.156311956921096,0.208595973168756,0.73,9
"rndm",5,4.20643365428185,3.47440720044849,4.86566816904322,0.26,9
"rndm",5,0.0344350534747731,0.0272350828723356,0.0397006241293507,0.33,9
"rndm",5,0.0211240641915241,0.0176245046676607,0.0248875553373516,0.02,9
"rndm",5,3.3241483106203,2.724190325303,3.95673336116451,0.69,9
"rndm",5,6.34282940491518e-10,5.49797588754077e-10,7.14545556848357e-10,0.08,9
