"type","sim_ind","est","ci_low","ci_upp","sig","num_clusters"
"full",17,0.113217399035758,0.109418845919762,0.116931317268075,0.39,31
"full",17,0.690256313186756,0.668067902099801,0.716692586843506,0.72,31
"full",17,0.0539550279604252,0.052106210563983,0.0562215532288304,0.56,31
"full",17,1.16472701141225,1.12477155874002,1.20539644727249,0.47,31
"full",17,0.0773243820132757,0.0747423432122913,0.0799753212149121,0.75,31
"full",17,0.218827349672642,0.211914943122068,0.225599032191441,0.71,31
"full",17,0.204867994042753,0.197182857611663,0.212366158675414,0.56,31
"full",17,0.232132960775966,0.223115318315701,0.239608538799597,0.79,31
"full",17,0.561435101456859,0.537125599400804,0.581690770131951,0.8,31
"full",17,0.046327649161667,0.0448352650925163,0.0477617049940772,0.17,31
"clst",17,0.110077361048155,0.0958571713791243,0.125879528330795,0.73,31
"clst",17,0.62788796964841,0.561367837569513,0.7020291304857,0.25,31
"clst",17,0.0558828757849601,0.046610882651498,0.0643854920090127,0.67,31
"clst",17,1.05237269925795,0.917937285954331,1.22895148722664,0.33,31
"clst",17,0.0813442446312645,0.0674586433011326,0.0962216841944816,0.59,31
"clst",17,0.231659183602213,0.193355526174027,0.268114588937129,0.45,31
"clst",17,0.22775552699848,0.192836714667269,0.261811268319373,0.19,31
"clst",17,0.240635073869893,0.20830760185129,0.277508757299768,0.6,31
"clst",17,0.572513804811641,0.495147968784789,0.669356838731383,0.74,31
"clst",17,0.0473893210210481,0.039809431973823,0.0561325363585479,0.78,31
"rndm",17,0.122758925353039,0.10157303653255,0.1383249782168,0.3,31
"rndm",17,0.600126235102333,0.524831191149184,0.704480230119059,0.12,31
"rndm",17,0.0523133023677155,0.0444270523254935,0.0605413424227612,0.69,31
"rndm",17,1.14540199791838,0.972602280532537,1.33797411202483,0.83,31
"rndm",17,0.0788926092601568,0.065867247327853,0.0912174277266728,0.8,31
"rndm",17,0.225150285050387,0.198675437112381,0.26097750884662,0.67,31
"rndm",17,0.212759094538057,0.187586039428846,0.245577315494116,0.65,31
"rndm",17,0.23141465768023,0.193696442971248,0.265234332805383,0.97,31
"rndm",17,0.592478269032472,0.506534206307174,0.69420359115181,0.42,31
"rndm",17,0.0404133637318639,0.0355168001583961,0.0468725015979009,0.08,31
