"type","sim_ind","est","ci_low","ci_upp","sig","num_clusters"
"full",18,0.631418093993133,0.611014655286554,0.655503433663396,0.32,18
"full",18,0.132990204592557,0.128990675355553,0.137445833881956,0.32,18
"full",18,3.43309270199377,3.32613771961306,3.559136502027,0.97,18
"full",18,3.98326241750271,3.82904670384185,4.11215952666768,0.09,18
"full",18,1.85523688056094,1.80076166619732,1.92545139583642,0.74,18
"full",18,0.00189011539577018,0.00181951334219046,0.00195662551953888,0.3,18
"full",18,0.837438069611782,0.807560614171705,0.865485953412551,0.74,18
"full",18,0.0109903960288943,0.0106198981350355,0.0113362451621519,0.35,18
"full",18,0.909758481159047,0.876922841496792,0.946747136044005,0.3,18
"full",18,0.443619076300157,0.427720384327114,0.457520609979938,0.15,18
"clst",18,0.626625503914281,0.546511801280322,0.718710684866835,0.89,18
"clst",18,0.143722170955385,0.122260950825104,0.167203685881433,0.31,18
"clst",18,3.11194495367021,2.6900335509419,3.51168966612551,0.23,18
"clst",18,4.50969660389473,3.87150801371167,5.1985381100432,0.14,18
"clst",18,1.80021025293087,1.58012344591975,2.03101872698441,0.65,18
"clst",18,0.00199648063816988,0.00175071433596927,0.00229967226008776,0.53,18
"clst",18,0.887545900900335,0.772046282352288,1.04887945385166,0.46,18
"clst",18,0.0105112950683082,0.00862463684413052,0.0120665046556518,0.62,18
"clst",18,0.872834505742,0.759172891540172,0.991501220698924,0.55,18
"clst",18,0.43177755775816,0.368770622112044,0.505627540138203,0.73,18
"rndm",18,0.557610782411287,0.482045283342772,0.638922692524634,0.08,18
"rndm",18,0.129527845245405,0.110718624572121,0.146081615893164,0.71,18
"rndm",18,3.10320147495068,2.61366514089893,3.54658271583733,0.25,18
"rndm",18,3.8108730421505,3.26775501784021,4.34034319127089,0.51,18
"rndm",18,1.74744546667868,1.48675489517025,1.95657150719339,0.41,18
"rndm",18,0.00177076366373419,0.00152488306837791,0.00213266813934058,0.37,18
"rndm",18,0.857309897549813,0.722396116954881,0.991385512740403,0.77,18
"rndm",18,0.0114798924049816,0.0100765438125223,0.0135087388728856,0.6,18
"rndm",18,0.965218409108611,0.796478543893915,1.13619789816584,0.41,18
"rndm",18,0.502268867340778,0.433324503914051,0.558054205886857,0.12,18
