"type","sim_ind","est","ci_low","ci_upp","sig","num_clusters"
"full",3,3.11150657611806,3.01237772477982,3.1988965227207,0.75,24
"full",3,2.41795806463562,2.33067737164448,2.50684158823408,0.47,24
"full",3,0.946270142273305,0.917248642614961,0.984469051254253,0.02,24
"full",3,0.00227269907851143,0.00220732682353722,0.00236741815584039,0.74,24
"full",3,0.282049171194657,0.273821451969093,0.291151914022566,0.45,24
"full",3,1.54030576125614,1.48188373761913,1.59259223897774,0.55,24
"full",3,0.902507474842663,0.867498116740829,0.932173650122455,0.91,24
"full",3,0.00416886843065503,0.00406530626819728,0.00434199397384674,0.37,24
"full",3,0.707719506392519,0.683100891561136,0.732770033792563,0.47,24
"full",3,0.0507748542859733,0.0487542106288959,0.0525565236322348,0.95,24
"clst",3,2.93718112585032,2.53152781470124,3.277026557049,0.5,24
"clst",3,2.10666266472232,1.80514001810899,2.42462556292722,0.09,24
"clst",3,1.03152308890233,0.882649920418906,1.16719382913945,0.31,24
"clst",3,0.00218143484825616,0.001892972034327,0.00258809563485196,0.54,24
"clst",3,0.307194587307918,0.264914559015677,0.351222215315082,0.3,24
"clst",3,1.56970374358214,1.32699298549855,1.84795495357228,0.83,24
"clst",3,0.93356565759313,0.823451598277763,1.08233048775168,0.75,24
"clst",3,0.00413612755523365,0.0036178305886158,0.00476417964871134,0.94,24
"clst",3,0.716451470116437,0.601032677469287,0.804699246032342,0.86,24
"clst",3,0.0545904027231907,0.046436608623455,0.0624635949711841,0.4,24
"rndm",3,3.04055390298228,2.5149336769971,3.55371809068053,0.78,24
"rndm",3,2.24341777513914,1.89377083241651,2.68045905400698,0.36,24
"rndm",3,0.795143942322198,0.674265920642303,0.912756936403005,0.02,24
"rndm",3,0.00210334495620232,0.00180906666475538,0.0024435131342041,0.37,24
"rndm",3,0.2828612534446,0.244288665241951,0.325688267749423,0.99,24
"rndm",3,1.45623171455315,1.28650528563496,1.7077213872968,0.55,24
"rndm",3,0.920357940410778,0.779435483898026,1.05675864081979,0.86,24
"rndm",3,0.00453905145503305,0.00395727842143915,0.00543674771199064,0.22,24
"rndm",3,0.661930089406862,0.573716956124086,0.746504680007438,0.44,24
"rndm",3,0.0534397707221373,0.0453300576111489,0.0594979148656962,0.47,24
